plocha_m2,skola_m,park_m,mhd_m,lekarna_m,supermarket_m,dispozice_skore,velke_mesto,mhd_dostupnost,cenove_pasmo,mesto_Brno,mesto_Olomouc,mesto_Ostrava,mesto_Plzeň,mesto_Praha,mesto_Praha 1,mesto_Praha 10,mesto_Praha 2,mesto_Praha 3,mesto_Praha 4,mesto_Praha 5,mesto_Praha 6,mesto_Praha 7,mesto_Praha 8,mesto_Praha 9,mesto_ostatni
0.09567901234567901,0.08549492843683597,0.17187437327022584,0.07844645260526822,0.04189759699073611,0.02092041840836817,0.33333333333333337,1.0,0.16316316316316318,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.07098765432098765,0.14625345788397545,0.10186113673739523,0.10512401461257452,0.1927609596030333,0.06570131402628053,0.0,1.0,0.21921921921921925,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.20987654320987653,0.039269534538748346,0.11403473587100398,0.07426456450682563,0.16907100982412615,0.11948238964779297,0.33333333333333337,1.0,0.15515515515515516,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.16049382716049382,0.04678667361584413,0.13372909229473348,0.12910978657950395,0.07945337041557454,0.0065401308026160525,0.33333333333333337,1.0,0.2692692692692693,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.08024691358024691,0.08124523914525116,0.061650154426216366,0.1617477408190733,0.103363412633306,0.05860117202344048,0.0,0.0,0.3373373373373374,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.2561728395061728,0.09034598885458846,0.023865869800649798,0.0489809651990002,0.08885732007443127,0.011920238404768097,0.6666666666666666,1.0,0.1021021021021021,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.18209876543209874,0.02026620695185022,0.0989531105852152,0.10156700634493368,0.11148682446627584,0.006120122402448049,0.33333333333333337,1.0,0.21221221221221223,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.09567901234567901,0.043118309746221384,0.03351249448477799,0.11045952701403577,0.06452710138258069,0.041780835616712336,0.0,0.0,0.23023023023023026,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.23148148148148145,0.09425490117467826,0.3733905579399142,0.2772063064795232,0.03733568098601413,0.6726134522690453,0.6666666666666666,0.0,0.5775775775775777,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.19444444444444442,0.23040532413903697,0.13515302234166301,0.03244568352239954,0.031193101102463035,0.0244604892097842,0.6666666666666666,0.0,0.06806806806806807,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.05864197530864197,0.039530128693421,0.027235169066623884,0.048548356085368206,0.07245042918025571,0.019020380407608152,0.0,1.0,0.1011011011011011,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.04938271604938271,0.24133023293108286,0.23426657574906748,0.043308979042491834,0.005322235338842314,0.013920278405568113,0.0,1.0,0.09009009009009009,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.14197530864197533,0.02068716674016758,0.03902771649753319,0.07916746779465489,0.03331399187658817,0.014440288805776117,0.33333333333333337,1.0,0.1651651651651652,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.10185185185185185,0.1784067674297398,0.24830532269062616,0.07714862526437226,0.1560855559334921,0.07214144282885658,0.33333333333333337,0.0,0.16116116116116116,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
